title,type,premiere_date,tmdb_id,original_language,production_countries,runtime_min,genres_tmdb,cast_popularity_max,cast_popularity_mean,crew_popularity_max,is_ip_adaptation,episode_count_s1,episode_runtime_avg_s1,release_cadence,imdb_id,keywords,has_keywords,wiki_views_28d,wiki_has_views,wiki_views_28d_log,imdb_rating_used,imdb_rating_source,imdb_votes_used,tmdb_vote_average,tmdb_vote_count,tmdb_popularity,weeks_top10_global,ever_top10_global,best_rank_global,total_hours_top10_global,total_views_top10_global,first28d_weeks_global,first28d_hours_global,first28d_views_global
The Black Book,film,2023-09-22,1172009,en,NG,124,"Action,Mystery,Thriller",1.5773,0.706,0.182,0,,,,tt24083908,"color in title, deacon, three word title",1,157111,1,11.96471421,5.3,film,1459,6.73,89,1.7617,3,1,3,42400000,20500000,3,42400000,20500000
Don't Leave,film,2022-11-11,1040263,tr,TR,107,"Romance,Drama",2.8616,1.556,0.1814,0,,,,tt18450548,"love, romantic, friend, life, couple",1,,0,,5.2,,2131,5.3,30,1.3394,2,1,8,7180000,0,2,7180000,0
Last Summer,film,2021-07-09,785537,tr,TR,101,"Romance,Drama",1.9587,1.165,0.1814,0,,,,tt13067004,"summer, turkey, love, group, sun",1,15417,1,9.643290937,6.2,film,3995,5.932,67,3.5898,2,1,7,3690000,0,2,3690000,0
One-Way to Tomorrow,film,2020-06-19,682426,tr,TR,90,"Comedy,Romance",1.9177,0.704,0.1814,0,,,,tt11988512,"love, feature, train, remake, travel",1,10216,1,9.231808279,5.6,film,5564,5.524,62,1.259,0,0,0,0,0,0,0,0
Pagglait,film,2021-03-26,786190,hi,IN,114,"Drama,Comedy",1.7676,0.972,0.1812,0,,,,tt11142762,"love, marriage, widow, husband wife relationship",1,440897,1,12.99656884,6.9,film,10527,6.674,43,3.3089,0,0,0,0,0,0,0,0
The App,film,2019-12-26,653522,it,IT,79,"Drama,Science Fiction",1.402,1.188,0.1799,0,,,,tt11385066,"title directed by female, female nudity, breasts, female rear nudity, brief female rear nudity",1,18976,1,9.850982999,2.8,film,1444,2.98,125,4.4444,0,0,0,0,0,0,0,0
Brij Mohan Amar Rahe,film,2018-08-03,539470,hi,IN,100,"Comedy,Drama",1.7447,0.993,0.1786,0,,,,tt6514010,identity,1,46501,1,10.7472506,6.5,,2997,5.233,15,2.0533,0,0,0,0,0,0,0,0
Paradise,film,2023-07-27,1140066,de,DE,117,"Science Fiction,Thriller",2.0679,1.245,0.1771,0,,,,tt21308888,"dystopian sci fi, dystopia, woman on top, cunnilingus, technology",1,,0,,6.3,film,24452,6.473,657,1.8713,7,1,1,75500000,38100000,4,68900000,34800000
Stuck Apart,film,2021-01-08,646955,tr,TR,96,"Comedy,Drama",2.1863,1.797,0.1755,0,,,,tt11213372,"life crisis, life, happiness",1,8326,1,9.027258526,6,film,11513,6,61,2.6978,0,0,0,0,0,0,0,0
Elena Knows,film,2023-11-24,948038,es,AR,100,Drama,0.4728,0.342,0.1748,0,,,,tt28081899,"female protagonist, character name as title, trip, life, daughter",1,,0,,5.5,film,746,6.012,43,1.8107,2,1,6,6700000,4000000,2,6700000,4000000
Love Like the Falling Rain,film,2020-10-15,683199,id,ID,86,"Drama,Romance",1.5754,1.254,0.1745,0,,,,tt12217814,"title directed by female, five word title, childhood, friend, love",1,,0,,4.8,film,235,6,18,0.9751,0,0,0,0,0,0,0,0
The Man Who Loved UFOs,film,2024-10-18,1190469,es,AR,107,"Drama,Comedy,Fantasy",1.0054,0.665,0.1744,0,,,,tt33051716,"1980s, alien hoax, ufo hoax, cameraman, based on real people",1,7918,1,8.977020214,5.3,,664,6.6,18,0.7854,0,0,0,0,0,0,0,0
Dancing on Glass,film,2022-04-08,800407,es,ES,137,Drama,2.3365,1.353,0.1743,0,,,,tt14118046,"dancer, outcast, friendship, personal, psychological drama",1,24752,1,10.11670197,5.7,film,1077,6.11,73,1.5065,1,1,4,5230000,0,1,5230000,0
Who Would You Take to a Deserted Island?,film,2019-04-12,586333,es,ES,90,"Comedy,Drama",2.3365,1.296,0.1743,0,,,,tt8976832,"homosexual relationship, male rear nudity, male masturbation, closeted homosexual, closeted gay",1,,0,,5.3,,2767,5.071,378,1.2356,0,0,0,0,0,0,0,0
The Wrath of God,film,2022-06-15,880313,es,AR,97,"Thriller,Drama",1.1267,0.838,0.1739,0,,,,tt15189534,"revenge, boss, psychological thriller, struggle, god in title",1,,0,,5.8,,5391,6.345,207,2.041,3,1,1,28300000,0,3,28300000,0
The Marriage App,film,2022-12-07,948037,es,AR,101,"Romance,Comedy",1.0705,0.612,0.1739,0,,,,tt18688184,"high concept comedy, love, hotel, couple, marry",1,,0,,5.5,,2307,6.1,87,2.9944,2,1,6,13110000,0,2,13110000,0
The Magician's Elephant,film,2023-03-17,776835,en,"AU,US",99,"Animation,Adventure,Family,Fantasy,Comedy",3.7329,2.706,0.1735,0,,,,tt2560092,"magician, elephant, cloud, journey, magic",1,101914,1,11.53189441,6.6,,6581,6.8,221,3.0263,3,1,2,36750000,0,3,36750000,0
Death Before the Wedding,film,2025-02-12,1325482,pl,PL,106,"Comedy,Romance",1.2277,0.929,0.173,0,,,,tt33255004,"death, feel good, feel-good, marriage, wedding",1,,0,,4.8,film,564,5.186,43,1.3789,2,1,2,11900000,6600000,2,11900000,6600000
"Kiss, Kiss!",film,2023-04-26,873256,pl,PL,106,"Romance,Comedy",0.7517,0.463,0.173,0,,,,tt12858434,,0,,0,,3.7,,437,5.405,37,5.0093,2,1,4,11410000,0,2,11410000,0
Operation Hyacinth,film,2021-10-13,809970,pl,PL,106,"Thriller,Crime,Mystery",1.6361,0.8,0.1726,0,,,,tt14315584,"homophobia, police, gay kiss, gay sex, gay policeman",1,12668,1,9.446913344,6.8,film,4554,6.859,96,3.9198,0,0,0,0,0,0,0,0
Sosyal Climbers,film,2025-02-27,1426142,tl,PH,102,"Romance,Comedy",1.6027,1.081,0.1726,0,,,,tt35624097,romantic comedy,1,6193,1,8.731336361,5.1,film,214,6.381,21,2.733,2,1,8,6900000,4000000,2,6900000,4000000
Royalteen,film,2022-08-17,996518,no,NO,107,"Romance,Drama",1.6508,0.751,0.1715,0,,,,tt15022184,"based on novel, coming of age, love, friendship, prince",1,,0,,5.3,film,3031,5.82,178,7.8985,3,1,1,25390000,0,3,25390000,0
America: The Motion Picture,film,2021-06-30,739542,en,US,97,"Animation,Action,Comedy",4.2365,3.295,0.1698,0,,,,tt6733874,"force, combat, dark comedy, united states of america, down",1,191076,1,12.16043177,5.6,film,7757,5.7,253,3.1702,0,0,0,0,0,0,0,0
Cadaver,film,2020-10-22,692969,no,"NO,SE",86,"Drama,Horror,Thriller",1.4079,1.128,0.1696,0,,,,tt11284280,"corpse, fight, girl, mother daughter relationship, post apocalypse",1,111345,1,11.62039775,5.2,film,12959,5.61,659,3.6599,0,0,0,0,0,0,0,0
Madame Claude,film,2021-04-02,660006,fr,FR,112,"Crime,Drama,Romance",1.5857,1.076,0.1655,0,,,,tt10307724,"one male two females threesome, brothel, high class prostitution, paris france, lesbian sex",1,55288,1,10.92032925,5.5,film,4321,5.661,227,6.7212,0,0,0,0,0,0,0,0
Happy Ending,film,2023-09-01,1139819,nl,NL,93,"Romance,Comedy",1.5225,0.661,0.1655,0,,,,tt21087084,"threesome, one male two females threesome, fake orgasm, female nudity, passionless sex",1,,0,,5.4,film,2290,5.821,84,2.1583,3,1,3,10300000,6600000,3,10300000,6600000
Been So Long,film,2018-10-26,462469,en,GB,100,"Drama,Music,Romance",1.4622,1.011,0.1628,0,,,,tt1682886,"camden, unrequited love, woman director",1,23376,1,10.05950791,5.5,film,1218,5.6,58,1.4335,0,0,0,0,0,0,0,0
My Father's Violin,film,2022-01-21,920394,tr,TR,112,"Drama,Music",1.9703,0.681,0.1616,0,,,,tt14369276,"orphan, girl",1,,0,,6.4,film,4245,7.893,337,8.3551,3,1,1,20390000,0,3,20390000,0
A True Gentleman,film,2024-09-26,1352821,tr,TR,110,"Romance,Drama",4.5135,1.728,0.1612,0,,,,tt23218054,"gigolo, male nudity, sex scene, male rear nudity, male escort",1,,0,,4.5,film,2537,5.9,49,2.568,2,1,3,17700000,9600000,2,17700000,9600000
Squared Love,film,2021-02-11,787298,pl,PL,102,"Romance,Comedy",1.2385,0.667,0.1604,0,,,,tt13846542,"love, double identity, secret identity, magazine, models",1,90799,1,11.41641456,5.1,film,3909,6.067,327,3.1305,0,0,0,0,0,0,0,0
Kill Me If You Dare,film,2024-02-13,1232943,pl,PL,94,"Comedy,Romance",0.7283,0.528,0.1604,1,,,,tt30959158,"polish remake of turkish film, fast food restaurant, remake of asian film, central europe, europe",1,,0,,4.6,film,1376,5.328,93,2.778,2,1,3,14600000,9300000,2,14600000,9300000
Squared Love Everlasting,film,2023-08-23,1150215,pl,PL,102,"Romance,Comedy",0.5129,0.405,0.1604,0,,,,tt28496500,"sequel, third part, love, couple, parent",1,,0,,4.5,film,371,6.2,55,3.3322,2,1,2,12700000,7500000,2,12700000,7500000
Ali & Ratu Ratu Queens,film,2021-06-17,650129,id,ID,100,"Comedy,Drama",1.5754,1.153,0.1596,0,,,,tt11271990,"teenager, boy, soon, new york, mother",1,,0,,7,,1795,6.2,14,2.2036,0,0,0,0,0,0,0,0
A Normal Woman,film,2025-07-24,1285728,id,ID,110,"Drama,Thriller,Horror",0.9872,0.684,0.1596,0,,,,tt35668683,"psychological, psychological drama, dark, psychological thriller, female protagonist",1,53803,1,10.89310309,4.4,film,1035,5.875,56,2.5756,2,1,1,19700000,10600000,2,19700000,10600000
Rest in Peace,film,2024-03-27,1106049,es,AR,105,Drama,1.6037,0.64,0.1579,0,,,,tt28769440,"town, temptation, life, based on novel, debt",1,54046,1,10.89760932,5.8,film,2431,5.89,59,3.4062,3,1,4,18600000,10500000,3,18600000,10500000
A Not So Merry Christmas,film,2022-12-20,1053419,es,MX,99,"Comedy,Family",1.3057,0.893,0.1576,1,,,,tt23808016,"christmas, christmas day, remake, birthday, christmas birthday",1,484,1,6.184148891,4.7,film,1075,6.7,164,1.8916,2,1,2,24040000,0,2,24040000,0
No Limit,film,2022-09-09,911129,fr,"BE,FR,US",119,"Drama,Romance",1.1794,0.83,0.1573,0,,,,tt14995258,"psychological drama, female topless nudity, based on true story, female rear nudity, love",1,,0,,5.8,film,4113,6.047,286,4.0506,4,1,1,47040000,0,4,47040000,0
Deep,film,2021-07-16,842171,th,TH,101,"Science Fiction,Thriller,Drama,Mystery",1.9859,1.266,0.157,0,,,,tt14880258,"medical, school, student, teenager, boy",1,30090,1,10.3119814,4.9,film,1904,6.409,116,3.6297,1,1,8,3200000,0,1,3200000,0
Inheritance,film,2024-06-19,1255156,en,,100,Drama,2.0063,1.611,0.1558,0,,,,tt4006478,f rated,1,,0,,7.6,,9,10,1,3.2654,7,1,1,64760000,25600000,4,42000000,25600000
"Thank You, I'm Sorry",film,2023-12-26,1211199,sv,SE,91,"Comedy,Drama",0.8155,0.49,0.1555,0,,,,tt23735436,"son, sister, dog, life, child",1,,0,,6,film,1346,5.534,29,1.5989,3,1,2,11100000,7300000,3,11100000,7300000
Home Team,film,2022-01-28,817648,en,US,95,"Family,Comedy,Drama",4.3382,2.837,0.1554,0,,,,tt14592064,"american football, professional gridiron football, gridiron football, sports coach, american football sport",1,664073,1,13.40614887,6,film,23708,6.652,763,3.7417,3,1,2,65230000,0,3,65230000,0
Bionic,film,2024-05-29,1025463,pt,BR,110,"Science Fiction,Action,Adventure",0.8226,0.665,0.1548,0,,,,tt16427902,"robot sci fi, robot, sister, the future, paralympics",1,,0,,4.3,film,1798,6,161,4.0447,2,1,3,19700000,10700000,2,19700000,10700000
iHostage,film,2025-04-18,1371202,nl,NL,100,"Thriller,Crime,Drama",1.0901,0.713,0.1536,0,,,,tt31181421,"hostage, situation, criminal, gripping, secret",1,,0,,5.7,film,10956,5.987,268,2.8602,5,1,1,85400000,50300000,3,81400000,47900000
6 Balloons,film,2018-04-06,500634,en,US,75,Drama,3.657,2.02,0.1524,0,,,,tt6142496,"heroin addict, heroin addiction, heroin, shooting heroin, drug addict",1,,0,,5.9,film,4546,5.986,248,3.7756,0,0,0,0,0,0,0,0
Nobody Sleeps in the Woods Tonight,film,2020-10-28,681019,pl,PL,102,"Comedy,Horror",1.0948,0.795,0.1522,0,,,,tt11240506,"gay character, basement, twin boys, twins, machete",1,92496,1,11.43493149,4.9,film,15053,5.222,700,9.4153,1,1,6,1900000,0,0,0,0
Hellhole,film,2022-10-26,1032950,pl,PL,90,"Horror,Mystery",0.4552,0.329,0.1522,0,,,,tt19724142,"1980s, year 1987, monastery, monk, exorcism",1,104079,1,11.55291511,5.8,film,8549,6.107,352,2.6605,2,1,5,16470000,0,2,16470000,0
Broad Peak,film,2022-09-14,999127,pl,PL,101,"Drama,History",0.5768,0.435,0.1516,0,,,,tt8983230,"docudrama drama, based on real people, year 1988, mountain, location in title",1,,0,,6,film,2292,5.833,57,3.0209,2,1,6,6600000,0,2,6600000,0
A Widow's Game,film,2025-05-30,1397832,es,ES,122,"Thriller,Mystery",1.3874,0.93,0.1508,1,,,,tt33474172,"victim, true crime, criminal, 2010s, case",1,,0,,6.2,,7514,6.29,219,3.9356,6,1,1,86000000,42200000,4,80000000,39300000
Goyo,film,2024-07-05,1191610,es,AR,108,"Drama,Romance,Comedy",1.1153,0.92,0.1507,0,,,,tt32598483,"autism, sexual awakening, buenos aires argentina, work, marriage",1,,0,,6.5,film,2133,6.904,73,2.8095,3,1,2,21300000,11800000,3,21300000,11800000
All Hail,film,2022-03-30,682344,es,AR,118,"Comedy,Drama",0.9401,0.832,0.1507,0,,,,tt16427718,"famous, hometown, lives, situation, psychological drama",1,13873,1,9.537771864,5.6,film,4130,6.39,114,2.9418,4,1,1,43820000,0,4,43820000,0
The Paramedic,film,2020-09-16,701175,es,ES,94,"Thriller,Drama,Crime",1.2043,0.829,0.1505,0,,,,tt11127690,"trauma, gagged, covid 19, bound and gagged, accident",1,118855,1,11.68566796,5.7,,15926,6.041,664,5.2801,0,0,0,0,0,0,0,0
Lucca's World,film,2025-01-31,1300607,es,MX,96,Drama,1.6217,1.231,0.1501,0,,,,tt28657879,"life, nature, india, trip, mexico",1,,0,,6.9,,1705,7.316,179,1.5132,4,1,1,37200000,23100000,4,37200000,23100000
Fantasy Football Ruined Our Lives,film,2025-08-27,1500691,it,IT,96,Comedy,1.7368,0.932,0.1498,0,,,,tt37038661,,0,,0,,4.9,,722,5.604,72,3.1095,0,0,0,0,0,0,0,0
Four to Dinner,film,2022-01-05,832277,it,IT,104,"Comedy,Romance",1.3648,0.852,0.1498,0,,,,tt14247286,"soulmate, nipple piercing, couple, friend",1,18598,1,9.830863095,6.3,film,3922,6.197,267,2.6723,2,1,2,12190000,0,2,12190000,0
The Perfumier,film,2022-09-21,1016446,de,DE,96,"Drama,Crime,Mystery,Thriller",1.5923,1.079,0.1497,0,,,,tt21916206,"detective, psychological drama, police, woman sits on a toilet",1,,0,,3.6,,1903,4.506,90,12.5669,2,1,1,13880000,0,2,13880000,0
Kho Gaye Hum Kahan,film,2023-12-26,875188,hi,IN,135,"Drama,Comedy",2.1836,1.882,0.1495,0,,,,tt15434074,"friend, love, life, buddy, parent",1,378228,1,12.84325511,7.3,film,31142,6.642,67,4.9455,2,1,4,10300000,4600000,2,10300000,4600000
Freaks – You're One of Us,film,2020-09-02,658777,de,DE,93,"Drama,Fantasy,Thriller",1.7478,1.001,0.1491,0,,,,tt12875782,"superhero, husband wife relationship, invincibility, husband wife conflict, psychiatric ward",1,,0,,5.4,film,7177,5.7,362,2.9661,1,1,10,1450000,0,0,0,0
Choose or Die,film,2022-04-15,838484,en,GB,85,"Horror,Thriller,Science Fiction",2.9329,1.829,0.1483,0,,,,tt11514780,"computer, 1980s, hack, quest, danger",1,365704,1,12.80958228,4.8,film,27674,5.2,836,2.4376,2,1,1,31260000,0,2,31260000,0
Last Call for Istanbul,film,2023-11-24,1044302,tr,TR,91,"Romance,Drama",2.5057,1.431,0.1477,0,,,,tt23334616,"city in title, passenger, love, hashish smoking, standing doggy sex position",1,,0,,5.3,film,9472,6.3,129,4.07,3,1,1,32300000,21300000,3,32300000,21300000
Rebirth,film,2016-07-15,369033,en,US,101,Thriller,2.3639,1.74,0.1464,0,,,,tt4902716,"male nudity, male frontal nudity, bare chested male, male pubic hair, seduction",1,,0,,5,film,5956,4.715,198,2.9586,0,0,0,0,0,0,0,0
Sounds Like Love,film,2021-09-29,776909,es,ES,110,"Comedy,Romance",6.2081,2.022,0.1455,0,,,,tt11698662,"love, female nudity, female rear nudity, book, friend",1,26668,1,10.19125712,5.4,film,2841,6.391,179,7.5117,2,1,2,10700000,0,2,10700000,0
Citation,film,2020-11-06,755340,wo,NG,151,"Drama,Thriller",1.0204,0.482,0.1453,1,,,,tt11481312,"moremi ajasoro, reference to mansa musa, reference to che guevara, reference to toussaint louverture, reference to obafemi awolowo",1,64430,1,11.07335016,6.1,film,1078,7.4,52,1.9656,0,0,0,0,0,0,0,0
Ìjọ̀gbọ̀n,film,2023-10-13,1179061,yo,NG,116,Drama,0.9254,0.261,0.1453,0,,,,tt29168830,"suspense thriller, rural, village, life, suspense",1,8747,1,9.076580382,4.6,film,150,6.6,15,0.2695,2,1,6,9900000,5100000,2,9900000,5100000
A Naija Christmas,film,2021-12-16,882102,en,NG,121,"Comedy,Romance",0.2109,0.163,0.1453,0,,,,tt15565704,christmas,1,18779,1,9.840547753,5,film,460,6.7,47,0.4304,0,0,0,0,0,0,0,0
Isi & Ossi,film,2020-02-14,658760,de,DE,113,"Romance,Comedy",2.0773,1.122,0.1451,0,,,,tt9806322,"boxing, heidelberg germany, fart, mannheim germany, attempted robbery",1,,0,,6.4,film,11118,6.92,942,14.7426,0,0,0,0,0,0,0,0
Sixty Minutes,film,2024-01-19,1212073,de,DE,89,"Action,Adventure,Crime,Drama,Thriller",2.0482,1.075,0.1451,0,,,,tt29538571,"boxing, boxing sport, martial arts action, mixed martial arts, martial arts",1,,0,,5.7,film,5208,6.762,587,4.579,4,1,2,46000000,30600000,4,46000000,30600000
I Used to Be Famous,film,2022-09-16,1013228,en,GB,104,"Comedy,Drama,Music",2.3535,1.423,0.1445,0,,,,tt15807910,"based on short film, dramedy, friendship, pop star, life",1,,0,,6.6,film,12040,7.015,202,2.3778,1,1,4,11630000,0,1,11630000,0
Find Me Falling,film,2024-07-19,1255350,en,"CY,US",94,"Romance,Comedy,Music",4.4174,2.03,0.1435,0,,,,tt19862722,"house, rock, love, rock music, feel good romance",1,236797,1,12.37496274,6.3,film,12792,6.659,157,1.934,3,1,1,56400000,36100000,3,56400000,36100000
Aníkúlápó,film,2022-09-30,1023994,en,NG,142,"Drama,Fantasy",0.9995,0.509,0.1428,0,,,,tt21432050,"death, man, nollywood",1,,0,,5.4,film,517,7.1,40,6.3683,3,1,1,14440000,0,3,14440000,0
Swallow,film,2021-10-01,874562,en,US,128,"Drama,History,Thriller,Crime",0.198,0.101,0.1428,0,,,,tt14391622,"1980s, drug, friend, fallout, lagos",1,14531,1,9.584108393,4.1,film,230,4.7,7,0.3968,0,0,0,0,0,0,0,0
What Happened to Mr. Cha?,film,2021-01-01,629277,ko,KR,102,Comedy,2.6314,2.234,0.142,0,,,,tt13667212,"actor, fame, midlife crisis, movie star",1,,0,,4.4,,422,6.9,40,2.7677,0,0,0,0,0,0,0,0
Amateur,film,2018-04-06,515333,en,US,96,Drama,1.5187,1.166,0.1415,0,,,,tt5580392,"basketball sport, coming of age, basketball, based on short film",1,1684,1,7.429520843,5.9,film,5406,6.4,304,1.5197,0,0,0,0,0,0,0,0
Tragic Jungle,film,2021-06-09,618746,es,"CO,FR,MX",96,"Drama,Mystery",1.0893,0.361,0.1407,0,,,,tt12792598,"jungle adventure, jungle, forest, nature, period piece",1,12903,1,9.46529262,5.6,,1232,6.2,43,2.3203,0,0,0,0,0,0,0,0
"Umjolo: My Beginning, My End!",film,2025-01-03,1403775,zu,ZA,74,"Romance,Drama",1.8861,0.452,0.1404,0,,,,tt34961246,,0,,0,,4,,132,7.9,17,0.8801,1,1,4,1900000,1500000,1,1900000,1500000
Test,film,2025-04-04,1112417,ta,IN,146,"Drama,Thriller",1.5919,1.314,0.1395,0,,,,tt27477888,"cricket, sports drama",1,417903,1,12.94300702,5.1,film,2305,5.588,17,1.8772,2,1,3,12500000,5200000,2,12500000,5200000
Basma,film,2024-06-06,1238284,ar,SA,105,Drama,0.1394,0.064,0.1394,0,,,,tt20420710,"daughter, father, paranoid, life, man",1,,0,,4.2,film,487,7.107,14,0.8994,0,0,0,0,0,0,0,0
Geez & Ann,film,2021-02-25,664524,id,ID,105,"Drama,Romance",3.8415,1.433,0.1393,0,,,,tt11936782,"school, parent, love, indonesian drama, live action adaptation",1,,0,,5.2,film,362,6.8,13,0.5774,0,0,0,0,0,0,0,0
Fear Street: Prom Queen,film,2025-05-23,1001414,en,US,90,"Horror,Mystery",2.7431,2.29,0.1392,0,,,,tt31433402,"school, prom, slasher, slasher horror, 1980s",1,519138,1,13.15992695,5.1,film,20920,5.403,486,5.1844,2,1,1,28700000,19200000,2,28700000,19200000
Calibre,film,2018-06-29,474051,en,GB,101,"Thriller,Drama",2.2365,1.275,0.1392,0,,,,tt6218358,"hunting, hunting accident, vacation gone wrong, psychological thriller, scottish highlands",1,154639,1,11.94885511,6.8,film,35126,6.485,735,2.7435,0,0,0,0,0,0,0,0
Semi-Soeter,film,2025-06-20,1428264,af,ZA,92,"Romance,Comedy",1.9677,1.561,0.1386,0,,,,tt10727696,sequel,1,12495,1,9.433163872,4.7,film,249,5.767,15,2.2811,2,1,2,10500000,6800000,2,10500000,6800000
Guilty,film,2020-03-06,675592,hi,IN,119,"Thriller,Drama",1.2385,0.69,0.1383,0,,,,tt10062614,"rape, truth, reference to pubic hair, college",1,437675,1,12.98923419,5.4,film,4825,6.7,58,2.6743,0,0,0,0,0,0,0,0
One Hit Wonder,film,2025-08-21,1428210,tl,PH,112,"Romance,Music,Drama",1.962,1.263,0.1377,0,,,,tt35657531,"feel good romance, pop music",1,,0,,5.3,film,127,5.938,8,0.6209,0,0,0,0,0,0,0,0
Finding Agnes,film,2020-11-30,756252,tl,PH,105,Drama,0.8041,0.494,0.1377,0,,,,tt13328840,"journey, mother, two word title, character name in title",1,19307,1,9.868274797,5,film,190,3.8,4,0.2258,0,0,0,0,0,0,0,0
Doll House,film,2022-10-07,1025880,tl,PH,107,Drama,0.5564,0.307,0.1377,0,,,,tt22038236,"domestic drama, father daughter relationship",1,,0,,6.3,film,525,5.8,6,2.2429,2,1,5,6790000,0,2,6790000,0
The Last Summer,film,2019-05-03,502292,en,US,109,"Romance,Comedy",4.3382,2.573,0.1368,0,,,,tt7957694,"summer, reference to martin scorsese, reference to spike lee, no opening credits, high school graduate",1,232368,1,12.3560819,5.6,,15124,6.008,1390,2.5225,0,0,0,0,0,0,0,0
K.O.,film,2025-06-06,1450599,fr,"BE,FR",84,"Action,Drama,Adventure",1.1952,0.712,0.1368,0,,,,tt36240772,"location as title, accidental killing, missing son, mma fighter, police investigation",1,,0,,5.8,film,4221,6.442,241,6.6431,11,1,1,74100000,51100000,4,62600000,43100000
The Soccer Football Movie,film,2022-11-09,1037858,en,US,70,"Animation,Comedy,Family",1.8252,1.204,0.1364,0,,,,tt22774688,"cgi animation, computer animation, 3d animation, soccer, football",1,,0,,3.1,,1422,5.7,120,3.8911,0,0,0,0,0,0,0,0
All-Time High,film,2023-11-17,1034940,fr,FR,103,"Comedy,Romance",2.3879,1.303,0.1359,0,,,,tt27921620,"crypto, wealth, life, couple, parent",1,,0,,5.8,film,2010,5.757,138,2.3197,3,1,3,16800000,9800000,3,16800000,9800000
Cobalt Blue,film,2022-04-02,897097,hi,IN,112,"Romance,Drama",1.385,0.918,0.1345,0,,,,tt15314640,"love, bare chested male, male underwear, briefs, white briefs",1,102544,1,11.53805701,6.5,film,2584,5.741,30,0.5159,0,0,0,0,0,0,0,0
Get the Grift,film,2021-04-28,812592,pt,BR,94,"Comedy,Crime",1.2496,0.388,0.134,0,,,,tt14371060,"sister, boy, foster, brazil, rio de janeiro brazil",1,2487,1,7.819234454,5.4,film,913,6.5,104,1.7068,0,0,0,0,0,0,0,0
Christmas Full of Grace,film,2022-11-30,1042984,pt,BR,104,"Romance,Comedy",0.4908,0.291,0.134,0,,,,tt23556786,"christmas, holiday, christmas season, love, parent",1,1259,1,7.138867,4.5,film,833,5.6,63,1.3576,2,1,3,23910000,0,2,23910000,0
1000 Miles from Christmas,film,2021-12-24,852590,es,ES,102,"Comedy,Romance,Family",0.8526,0.62,0.1338,0,,,,tt13782052,"christmas, gift, spain, 1930s, spirit",1,11236,1,9.326967184,5.9,film,2191,6.286,124,2.0532,2,1,3,13590000,0,2,13590000,0
The Queenstown Kings,film,2023-11-17,1193708,xh,ZA,137,Drama,0.8277,0.324,0.1311,0,,,,tt21448346,"soccer, soccer sport, soccer player, football, location in title",1,,0,,4.8,,221,5.8,23,1.267,1,1,10,3600000,1600000,1,3600000,1600000
The Crimes That Bind,film,2020-08-20,632618,es,AR,99,"Thriller,Crime,Drama",1.0943,0.609,0.1309,0,,,,tt10915060,"mother, mother son relationship, trial, husband wife relationship, dubbed",1,60346,1,11.00786652,6.7,,4835,6.433,224,3.0728,0,0,0,0,0,0,0,0
The Invisible Thread,film,2022-03-04,879440,it,IT,109,"Comedy,Drama,Family,Romance",3.4115,1.078,0.1294,0,,,,tt14540892,"gay father, gay couple, teenage boy, teenage boy teenage boy kiss, gay divorce",1,10795,1,9.286930974,6.8,,2739,6.552,183,8.4677,1,1,8,3140000,0,1,3140000,0
Colors of Evil: Red,film,2024-05-29,1115395,pl,PL,112,"Crime,Thriller,Mystery",0.8574,0.805,0.1293,0,,,,tt27578157,"shower, female rear nudity, female topless nudity, female nudity, female frontal nudity",1,6376,1,8.760453046,6.4,film,7707,6.7,242,2.7033,5,1,1,78700000,42100000,4,76800000,41100000
Red Dot,film,2021-02-11,649087,sv,SE,86,"Thriller,Horror",1.3996,0.77,0.128,0,,,,tt11307814,"criminality in sweden, drone, pregnancy, frozen lake, snow",1,81924,1,11.31355947,5.5,film,15362,5.877,718,3.9666,0,0,0,0,0,0,0,0
Candy Jar,film,2018-04-27,507143,en,US,92,"Comedy,Drama,Romance",2.4264,1.755,0.1277,0,,,,tt6744044,"reference to diane keaton, reference to taylor swift, rivalry, high school, debate",1,31455,1,10.35634502,5.8,film,5739,6.1,480,8.758,0,0,0,0,0,0,0,0
Soni,film,2019-01-18,539036,hi,IN,97,"Drama,Crime",1.161,0.468,0.1277,0,,,,tt6078866,"police misconduct, policewoman, social issues, violence against women",1,64289,1,11.07115938,7.1,film,2993,6.8,40,3.3849,0,0,0,0,0,0,0,0
Old People,film,2022-10-07,999722,de,DE,101,Horror,0.8093,0.601,0.1271,0,,,,tt21933110,"blood on wedding dress, elderly father, elderly care, nursing home, nursing home patient",1,,0,,5.1,film,6973,5.644,319,2.5238,3,1,2,23560000,0,3,23560000,0
(Un)lucky Sisters,film,2024-08-30,1106052,es,AR,84,"Comedy,Drama",2.1301,0.742,0.1269,0,,,,tt33054529,"death of father, estranged sister",1,,0,,5.2,film,874,5.5,51,1.2271,3,1,1,10300000,7400000,3,10300000,7400000
Grudge,film,2021-10-08,874948,tr,TR,104,"Thriller,Drama",1.0609,0.684,0.1266,0,,,,tt13717980,"police, criminal, murder, fatal, police officer",1,12073,1,9.398809659,5.5,film,5004,6,91,3.3544,5,1,3,13230000,0,4,11350000,0
Dear David,film,2023-02-09,1059372,id,ID,118,"Drama,Romance,Fantasy",1.5078,0.905,0.1244,0,,,,tt21986198,"coming of age, high school, school, student, love",1,,0,,5.7,film,1049,6.2,38,6.0427,0,0,0,0,0,0,0,0
